CVE ID,CWE ID,Name,Classification,Confidence,Abstraction,Notes
"CVE-2022-35230","CWE-352","Cross-Site Request Forgery (CSRF)","Primary","0.50","Compound","Secondary Candidate"
"CVE-2022-1720","CWE-126","Buffer Over-read","Primary","1.00","Variant","Primary CWE"
"CVE-2022-1720","CWE-193","Off-by-one Error","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-1720","CWE-130","Improper Handling of Length Parameter Inconsistency","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-3658","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-3658","CWE-787","Out-of-bounds Write","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-34764","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Primary","1.00","Class","Allowed"
"CVE-2022-20713","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2022-20713","CWE-20","Improper Input Validation","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-25162","CWE-20","Improper Input Validation","Primary","1.00","Class","Discouraged"
"CVE-2022-25162","CWE-400","Uncontrolled Resource Consumption","Secondary","0.70","Class","Discouraged"
"CVE-2022-33210","CWE-823","Use of Out-of-range Pointer Offset","Primary","1.00","Base","Primary CWE"
"CVE-2022-33210","CWE-787","Out-of-bounds Write","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-33210","CWE-125","Out-of-bounds Read","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-33210","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.30","Class","Secondary Candidate"
"CVE-2022-23881","CWE-95","Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')","Primary","1.00","Variant","Primary CWE"
"CVE-2022-23881","CWE-94","Improper Control of Generation of Code ('Code Injection')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-23881","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-36687","CWE-73","External Control of File Name or Path","Primary","0.90","Base","Primary CWE"
"CVE-2022-36687","CWE-434","Unrestricted Upload of File with Dangerous Type","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-36687","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.60","Base","Secondary Candidate"
"CVE-2021-3826","CWE-787","Out-of-bounds Write","Primary","0.90","Base","Allowed"
"CVE-2021-3826","CWE-121","Stack-based Buffer Overflow","Secondary","0.70","Variant","Allowed"
"CVE-2021-3826","CWE-122","Heap-based Buffer Overflow","Secondary","0.70","Variant","Allowed"
"CVE-2022-25758","CWE-1333","Inefficient Regular Expression Complexity","Primary","1.00","Base","Primary CWE"
"CVE-2022-25758","CWE-625","Permissive Regular Expression","Primary","0.70","Base","Secondary CWE"
"CVE-2022-31034","CWE-337","**Predictable Seed in Pseudo-Random Number Generator (PRNG)**","Primary","0.90","Variant","Allowed"
"CVE-2022-31034","CWE-330","Use of Insufficiently Random Values","Secondary","0.70","Class","Discouraged"
"CVE-2022-31034","CWE-335","Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG)","Secondary","0.60","Base","Allowed"
"CVE-2022-23653","CWE-367","Time-of-check Time-of-use (TOCTOU) Race Condition","Primary","0.90","Base","Primary CWE"
"CVE-2022-23653","CWE-732","Incorrect Permission Assignment for Critical Resource","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-23653","CWE-668","Exposure of Resource to Wrong Sphere","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-24818","CWE-502","Deserialization of Untrusted Data","Primary","0.90","Base","Allowed"
"CVE-2022-24818","CWE-917","Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection')","Secondary","0.70","Base","Allowed"
"CVE-2022-29158","CWE-1333","Inefficient Regular Expression Complexity","Primary","1.00","Base","Allowed"
"CVE-2021-46850","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-24935","CWE-285","Improper Authorization","Primary","0.80","Class","Discouraged"
"CVE-2022-24935","CWE-306","Missing Authentication for Critical Function","Secondary","0.70","Base","Allowed"
"CVE-2022-39864","CWE-927","Use of Implicit Intent for Sensitive Communication","Primary","1.00","Variant","Primary CWE. The vulnerability description explicitly mentions the use of an implicit intent."
"CVE-2022-39864","CWE-285","Improper Authorization","Secondary","0.70","Class","Secondary CWE. The vulnerability description mentions **improper access control**; which is related to authorization. While it's a class-level CWE; it helps capture the broader issue of authorization failure."
"CVE-2022-0668","CWE-305","Authentication Bypass by Primary Weakness","Primary","0.80","Base","Primary CWE"
"CVE-2022-0668","CWE-287","Improper Authentication","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-34773","CWE-74","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')","Unknown","0.70","Class","Discouraged"
"CVE-2022-34773","CWE-89","Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","Unknown","0.60","Base","Allowed"
"CVE-2022-34773","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Unknown","0.50","Base","Allowed"
"CVE-2022-42951","CWE-1392","Use of Default Credentials","Primary","1.00","Base","Primary CWE"
"CVE-2022-42951","CWE-306","Missing Authentication for Critical Function","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-3669","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.90","Base","Primary CWE. The kernel's **failure to limit or throttle** the allocation of shared memory segments leads to resource exhaustion and DoS."
"CVE-2021-3669","CWE-400","Uncontrolled Resource Consumption","Secondary","0.70","Class","Secondary CWE. The **resource exhaustion** caused by the kernel's inefficient handling of shared memory segments."
"CVE-2022-48261","CWE-115","Misinterpretation of Input","Primary","0.90","Base","Allowed"
"CVE-2022-48261","CWE-20","Improper Input Validation","Secondary","0.70","Class","Discouraged"
"CVE-2022-47003","CWE-303","Incorrect Implementation of Authentication Algorithm","Primary","0.90","Base","Primary CWE"
"CVE-2022-47003","CWE-807","Reliance on Untrusted Inputs in a Security Decision","Primary","0.70","Base","Secondary CWE"
"CVE-2022-47003","CWE-472","External Control of Assumed-Immutable Web Parameter","Primary","0.60","Base","Secondary CWE"
"CVE-2022-31561","CWE-36","Absolute Path Traversal","Primary","0.90","Base","Primary CWE"
"CVE-2022-31561","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-22289","CWE-284","Improper Access Control","Primary","0.75","Pillar","Discouraged"
"CVE-2022-22289","CWE-639","Authorization Bypass Through User-Controlled Key","Secondary","0.65","Base","Allowed"
"CVE-2022-23773","CWE-115","Misinterpretation of Input","Primary","0.90","Base","Primary CWE"
"CVE-2022-23773","CWE-863","Incorrect Authorization","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-23773","CWE-639","Authorization Bypass Through User-Controlled Key","Primary","0.60","Base","Secondary Candidate"
"CVE-2021-45492","CWE-278","Insecure Preserved Inherited Permissions","Primary","1.00","Variant","Allowed"
"CVE-2021-45492","CWE-427","Uncontrolled Search Path Element","Secondary","0.90","Base","Allowed"
"CVE-2022-36263","CWE-284","Improper Access Control","Primary","0.70","Pillar","Discouraged; but no more specific CWE fits the description"
"CVE-2022-36263","CWE-427","Uncontrolled Search Path Element","Secondary","0.50","Base","Allowed; but requires more information to confirm"
"CVE-2022-21656","CWE-843","Access of Resource Using Incompatible Type ('Type Confusion')","Primary","0.90","Base","Primary CWE"
"CVE-2022-21656","CWE-295","Improper Certificate Validation","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-4701","CWE-862","Missing Authorization","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-4701","CWE-352","Cross-Site Request Forgery (CSRF)","Secondary","0.70","Compound","Allowed"
"CVE-2021-36225","CWE-306","Missing Authentication for Critical Function","Primary","1.00","Base","Allowed"
"CVE-2021-36225","CWE-1188","Initialization of a Resource with an Insecure Default","Secondary","0.70","Base","Allowed"
"CVE-2022-39805","CWE-787","Out-of-bounds Write","Primary","0.90","Base","Allowed"
"CVE-2022-39805","CWE-416","Use After Free","Secondary","0.80","Variant","Allowed"
"CVE-2022-39805","CWE-121","Stack-based Buffer Overflow","Secondary","0.70","Variant","Allowed"
"CVE-2021-40010","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Primary CWE"
"CVE-2021-40010","CWE-122","Heap-based Buffer Overflow","Primary","0.70","Variant","Secondary Candidate"
"CVE-2022-34350","CWE-20","Improper Input Validation","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-34350","CWE-918","Server-Side Request Forgery (SSRF)","Secondary","0.70","Base","Allowed"
"CVE-2021-30869","CWE-843","Access of Resource Using Incompatible Type ('Type Confusion')","Primary","1.00","Base","Primary CWE"
"CVE-2021-30869","CWE-787","Out-of-bounds Write","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-45942","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Allowed"
"CVE-2022-45942","CWE-184","Incomplete List of Disallowed Inputs","Secondary","0.70","Base","Allowed"
"CVE-2022-1203","CWE-352","Cross-Site Request Forgery (CSRF)","Primary","0.90","Compound","Primary CWE"
"CVE-2022-1203","CWE-862","Missing Authorization","Primary","0.90","Class","Secondary Candidate"
"CVE-2022-0022","CWE-916","Use of Password Hash With Insufficient Computational Effort","Primary","1.00","Base","Primary CWE"
"CVE-2022-0022","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-2607","CWE-416","Use After Free","Primary","1.00","Variant","Allowed"
"CVE-2021-25298","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2021-0313","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.80","Base","Primary CWE"
"CVE-2021-0313","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-0313","CWE-400","Uncontrolled Resource Consumption","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-41209","CWE-326","Inadequate Encryption Strength","Primary","0.80","Class","Allowed-with-Review"
"CVE-2022-41209","CWE-319","Cleartext Transmission of Sensitive Information","Secondary","0.60","Base","Allowed"
"CVE-2022-41209","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Secondary","0.50","Class","Allowed-with-Review"
"CVE-2022-37027","CWE-88","Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')","Primary","0.90","Base","Primary CWE"
"CVE-2022-37027","CWE-917","Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection')","Primary","0.60","Base","Secondary CWE"
"CVE-2022-23614","CWE-94","Improper Control of Generation of Code ('Code Injection')","Primary","0.90","Base","Primary CWE. The product constructs a code segment using externally-influenced input; and it does not neutralize or incorrectly neutralizes special elements."
"CVE-2022-23614","CWE-1336","Improper Neutralization of Special Elements Used in a Template Engine","Primary","0.70","Base","Secondary CWE. The product uses a template engine to insert or process externally-influenced input; but it does not neutralize special elements."
"CVE-2022-23614","CWE-184","Incomplete List of Disallowed Inputs","Primary","0.60","Base","Secondary CWE. The product implements a protection mechanism that relies on a list of inputs that are not allowed by policy; but the list is incomplete."
"CVE-2022-35954","CWE-74","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-35954","CWE-526","Cleartext Storage of Sensitive Information in an Environment Variable","Secondary","0.60","Variant","Allowed"
"CVE-2022-40434","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2022-20582","CWE-787","Out-of-bounds Write","Primary","0.90","Base","Allowed"
"CVE-2022-20582","CWE-20","Improper Input Validation","Secondary","0.70","Class","Discouraged"
"CVE-2022-33736","CWE-303","Incorrect Implementation of Authentication Algorithm","Primary","0.90","Base","Primary CWE"
"CVE-2022-33736","CWE-287","Improper Authentication","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-33736","CWE-1390","Weak Authentication","Primary","0.60","Class","Secondary Candidate"
"CVE-2022-21198","CWE-367","Time-of-check Time-of-use (TOCTOU) Race Condition","Primary","1.00","Base","Primary CWE"
"CVE-2022-21198","CWE-362","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-37680","CWE-306","Missing Authentication for Critical Function","Primary","1.00","Base","Primary CWE"
"CVE-2022-37680","CWE-425","Direct Request ('Forced Browsing')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-37680","CWE-287","Improper Authentication","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-36450","CWE-1022","Use of Web Link to Untrusted Target with window.opener Access","Primary","0.90","Variant","Primary CWE"
"CVE-2022-36450","CWE-20","Improper Input Validation","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-20259","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2022-20259","CWE-201","Insertion of Sensitive Information Into Sent Data","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-26341","CWE-522","Insufficiently Protected Credentials","Primary","1.00","Class","Primary CWE"
"CVE-2022-26341","CWE-269","Improper Privilege Management","Secondary","0.70","Class","Secondary Candidate"
"CVE-2021-35587","CWE-306","Missing Authentication for Critical Function","Primary","0.90","Base","Allowed"
"CVE-2021-35587","CWE-203","Observable Discrepancy","Secondary","0.60","Base","Allowed"
"CVE-2021-35587","CWE-303","Incorrect Implementation of Authentication Algorithm","Secondary","0.50","Base","Allowed"
"CVE-2022-1084","CWE-287","Improper Authentication","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-1084","CWE-306","Missing Authentication for Critical Function","Secondary","0.80","Base","Allowed"
"CVE-2022-2664","CWE-287","Improper Authentication","Primary","1.00","Class","Discouraged"
"CVE-2022-2664","CWE-306","Missing Authentication for Critical Function","Secondary","0.70","Base","Allowed"
"CVE-2022-2664","CWE-1391","Use of Weak Credentials","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2022-4434","CWE-126","Buffer Over-read","Primary","1.00","Variant","Primary CWE"
"CVE-2022-39109","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2022-35921","CWE-863","Incorrect Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2022-35921","CWE-359","Exposure of Private Personal Information to an Unauthorized Actor","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-1096","CWE-843","Access of Resource Using Incompatible Type ('Type Confusion')","Primary","1.00","Base","Allowed"
"CVE-2022-1096","CWE-787","Out-of-bounds Write","Secondary","0.60","Base","Allowed"
"CVE-2022-1096","CWE-416","Use After Free","Secondary","0.40","Variant","Allowed"
"CVE-2021-36792","CWE-284","Improper Access Control","Primary","0.90","Pillar","Discouraged"
"CVE-2021-36792","CWE-863","Incorrect Authorization","Secondary","0.70","Class","Allowed-with-Review"
"CVE-2021-36792","CWE-425","Direct Request ('Forced Browsing')","Secondary","0.60","Base","Allowed"
"CVE-2022-4347","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2022-3654","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-24376","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Allowed"
"CVE-2022-24376","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Secondary","0.70","Class","Allowed-with-Review"
"CVE-2022-24376","CWE-88","Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')","Secondary","0.60","Base","Allowed"
"CVE-2022-38688","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2022-38688","CWE-668","Exposure of Resource to Wrong Sphere","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-22234","CWE-1250","Improper Preservation of Consistency Between Independent Representations of Shared State","Primary","1.00","Base","Primary CWE"
"CVE-2022-22234","CWE-400","Uncontrolled Resource Consumption","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-46883","CWE-787","Out-of-bounds Write","Primary","0.90","Base","Primary CWE"
"CVE-2022-46883","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Secondary Candidate"
"CVE-2021-46477","CWE-122","Heap-based Buffer Overflow","Primary","0.90","Variant","Primary CWE"
"CVE-2021-46477","CWE-787","Out-of-bounds Write","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-20396","CWE-862","Missing Authorization","Primary","0.90","Class","Primary CWE"
"CVE-2022-20396","CWE-927","Use of Implicit Intent for Sensitive Communication","Primary","0.70","Variant","Secondary Candidate"
"CVE-2021-4161","CWE-319","Cleartext Transmission of Sensitive Information","Primary","1.00","Base","Allowed"
"CVE-2022-26415","CWE-863","Incorrect Authorization","Primary","0.80","Class","Allowed-with-Review"
"CVE-2022-26415","CWE-269","Improper Privilege Management","Secondary","0.60","Class","Discouraged"
"CVE-2022-26415","CWE-732","Incorrect Permission Assignment for Critical Resource","Secondary","0.50","Class","Allowed-with-Review"
"CVE-2021-33846","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","0.90","Class","Allowed-with-Review"
"CVE-2021-33846","CWE-798","Use of Hard-coded Credentials","Secondary","0.75","Base","Allowed"
"CVE-2022-35476","CWE-125","Out-of-bounds Read","Primary","0.90","Base","Primary CWE"
"CVE-2022-35476","CWE-787","Out-of-bounds Write","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-20425","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.90","Base","Primary CWE"
"CVE-2022-20425","CWE-400","Uncontrolled Resource Consumption","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-35692","CWE-862","Missing Authorization","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-35692","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Secondary","0.50","Class","Discouraged"
"CVE-2022-21718","CWE-862","Missing Authorization","Primary","0.90","Base","Allowed"
"CVE-2022-21718","CWE-284","Improper Access Control","Secondary","0.60","Pillar","Discouraged"
"CVE-2022-2861","CWE-1021","Improper Restriction of Rendered UI Layers or Frames","Primary","0.75","Base","Primary CWE"
"CVE-2022-2861","CWE-451","User Interface (UI) Misrepresentation of Critical Information","Primary","0.50","Class","Secondary Candidate"
"CVE-2022-28127","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.90","Base","Allowed"
"CVE-2022-28127","CWE-20","Improper Input Validation","Secondary","0.80","Class","Discouraged"
"CVE-2022-28127","CWE-1301","Insufficient or Incomplete Data Removal within Hardware Component","Secondary","0.60","Base","Allowed"
"CVE-2022-43408","CWE-116","Improper Encoding or Escaping of Output","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-43408","CWE-838","Inappropriate Encoding for Output Context","Secondary","0.80","Base","Allowed"
"CVE-2022-43408","CWE-20","Improper Input Validation","Secondary","0.60","Class","Discouraged"
"CVE-2022-36859","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2022-25075","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-25075","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-31575","CWE-36","Absolute Path Traversal","Primary","1.00","Base","Primary CWE"
"CVE-2022-31575","CWE-73","External Control of File Name or Path","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-31575","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-30954","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-30954","CWE-285","Improper Authorization","Secondary","0.70","Class","Discouraged"
"CVE-2022-41716","CWE-158","Improper Neutralization of Null Byte or NUL Character","Primary","1.00","Variant","Allowed"
"CVE-2021-44171","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-25136","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-25136","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Secondary","0.75","Base","Allowed"
"CVE-2021-26637","CWE-306","Missing Authentication for Critical Function","Primary","1.00","Base","Primary CWE"
"CVE-2021-26637","CWE-862","Missing Authorization","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-42888","CWE-266","Incorrect Privilege Assignment","Primary","0.80","Base","Primary CWE"
"CVE-2022-42888","CWE-862","Missing Authorization","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-42888","CWE-285","Improper Authorization","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-26019","CWE-269","Improper Privilege Management","Primary","0.80","Class","Discouraged"
"CVE-2022-26019","CWE-284","Improper Access Control","Secondary","0.60","Pillar","Discouraged"
"CVE-2022-26019","CWE-732","Incorrect Permission Assignment for Critical Resource","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2022-26019","CWE-280","Improper Handling of Insufficient Permissions or Privileges","Secondary","0.50","Base","Allowed"
"CVE-2022-26019","CWE-184","Incomplete List of Disallowed Inputs","Secondary","0.40","Base","Allowed"
"CVE-2021-45709","CWE-1309","Improper Handling of Unaligned Data Structure","Primary","0.90","Base","Primary CWE. The vulnerability is caused by **unaligned read of u32**; which is a type of data structure."
"CVE-2021-45709","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Secondary Candidate. The vulnerability could lead to out-of-bounds read; which is a type of buffer overflow."
"CVE-2021-45709","CWE-125","Out-of-bounds Read","Primary","0.50","Base","Secondary Candidate. The vulnerability could lead to out-of-bounds read."
"CVE-2022-2143","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Allowed"
"CVE-2022-2143","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Secondary","0.75","Class","Allowed-with-Review"
"CVE-2021-46877","CWE-789","Memory Allocation with Excessive Size Value","Primary","0.90","Variant","Primary CWE"
"CVE-2021-46877","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-46877","CWE-400","Uncontrolled Resource Consumption","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-23765","CWE-620","Unverified Password Change","Primary","0.90","Base","Primary CWE"
"CVE-2022-23765","CWE-352","Cross-Site Request Forgery (CSRF)","Primary","0.60","Compound","Secondary Candidate"
"CVE-2022-23765","CWE-306","Missing Authentication for Critical Function","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-20236","CWE-125","Out-of-bounds Read","Primary","0.90","Base","Allowed"
"CVE-2022-20236","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.70","Class","Allowed"
"CVE-2022-27925","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","1.00","Base","Primary CWE"
"CVE-2022-27925","CWE-434","Unrestricted Upload of File with Dangerous Type","Primary","0.70","Base","Secondary CWE"
"CVE-2022-27925","CWE-73","External Control of File Name or Path","Primary","0.60","Base","Secondary CWE"
"CVE-2022-28771","CWE-306","Missing Authentication for Critical Function","Primary","1.00","Base","Primary CWE"
"CVE-2022-28771","CWE-862","Missing Authorization","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-28771","CWE-287","Improper Authentication","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-30540","CWE-824","Access of Uninitialized Pointer","Primary","0.90","Base","Primary CWE"
"CVE-2022-30540","CWE-122","Heap-based Buffer Overflow","Primary","0.80","Variant","Secondary Candidate"
"CVE-2022-20360","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2022-3147","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.90","Base","Primary CWE"
"CVE-2022-3147","CWE-789","Memory Allocation with Excessive Size Value","Primary","0.70","Variant","Secondary Candidate"
"CVE-2022-3147","CWE-400","Uncontrolled Resource Consumption","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-20825","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2022-20825","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Secondary","0.80","Base","Allowed"
"CVE-2022-37315","CWE-674","Uncontrolled Recursion","Primary","0.90","Class","Primary CWE"
"CVE-2022-37315","CWE-835","Loop with Unreachable Exit Condition ('Infinite Loop')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-37315","CWE-1287","Improper Validation of Specified Type of Input","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-40843","CWE-306","Missing Authentication for Critical Function","Primary","0.95","Base","Allowed"
"CVE-2022-40843","CWE-425","Direct Request ('Forced Browsing')","Secondary","0.85","Base","Allowed"
"CVE-2022-20909","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2022-20909","CWE-269","Improper Privilege Management","Secondary","0.70","Class","Discouraged"
"CVE-2022-20909","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Secondary","0.60","Base","Allowed"
"CVE-2022-26998","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-26998","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-23537","CWE-126","Buffer Over-read","Primary","1.00","Variant","Primary CWE"
"CVE-2022-43468","CWE-454","External Initialization of Trusted Variables or Data Stores","Primary","1.00","Base","Primary CWE"
"CVE-2022-43468","CWE-1419","Incorrect Initialization of Resource","Primary","0.75","Class","Secondary Candidate"
"CVE-2022-43468","CWE-665","Improper Initialization","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-43959","CWE-540","Inclusion of Sensitive Information in Source Code","Primary","1.00","Base","Primary CWE"
"CVE-2022-43959","CWE-522","Insufficiently Protected Credentials","Primary","0.80","Class","Secondary Candidate"
"CVE-2022-43959","CWE-256","Plaintext Storage of a Password","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-43959","CWE-798","Use of Hard-coded Credentials","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-43959","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Secondary","0.40","Class","Secondary Candidate"
"CVE-2022-26127","CWE-787","Out-of-bounds Write","Primary","0.75","Base","Primary CWE"
"CVE-2022-26127","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-26127","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.50","Class","Secondary Candidate"
"CVE-2021-4329","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","1.00","Class","Primary CWE"
"CVE-2022-2221","CWE-256","Plaintext Storage of a Password","Primary","0.75","Base","Allowed"
"CVE-2022-2221","CWE-538","Insertion of Sensitive Information into Externally-Accessible File or Directory","Secondary","0.60","Base","Allowed"
"CVE-2022-2221","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Secondary","0.50","Class","Discouraged"
"CVE-2021-42872","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2021-45940","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Primary CWE"
